# eps(GeV),sophia_proton(microb),sophia_netron(microb)
6.829945034343229415e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.925006894293933568e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.021391862581798093e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.119118354748794897e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.218205042651648640e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.318670858029327486e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.420534996120181637e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.523816919329437414e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.628536360947726913e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.734713328921379027e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.842368109675185162e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.951521271988372386e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.062193670924520938e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.174406451816186581e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.288181054304977202e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.403539216437855286e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.520502978820473916e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.639094688828290181e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.759337004876334432e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.881252900748348722e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.004865669986236720e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.130198930340571728e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.257276628283064857e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.386123043581831582e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.516762793940357346e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.649220839700989316e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.783522488613932699e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.919693400672614791e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.005775959301633410e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.019774744490116319e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.033968370274003373e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.048359548521295981e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.062951028844841272e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.077745599127678394e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.092746086055698673e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.107955355657719160e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.123376313853072239e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.139011907006818314e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.154865122492684110e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.170938989263840269e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.187236578431616341e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.203761003852277522e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.220515422721964310e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.237503036179914556e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.254727089920080474e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.272190874811258143e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.289897727525849691e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.307851031177375278e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.326054215966859240e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.344510759838211666e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.363224189142733245e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.382198079312869921e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.401436055545340065e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420941793493775696e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.440719019971000991e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.460771513661086596e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.481103105841312939e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.501717681114183855e-01,0.000000000000000000e+00,2.568147422280137732e-02
1.522619178149628161e-01,8.595730602655613506e-01,8.058844348781475375e-01
1.543811590437531023e-01,6.747040858137482999e+00,6.799418364282075800e+00
1.565298967050739454e-01,1.359611834792025320e+01,1.375801111043938363e+01
1.587085413418688751e-01,2.081747231179656410e+01,2.109259893081813786e+01
1.609175092111794214e-01,2.819968138622393639e+01,2.859204991866459267e+01
1.631572223636761909e-01,3.562930132321403676e+01,3.614323111723599169e+01
1.654281087242972792e-01,4.303737329931198019e+01,4.367751887008800082e+01
1.677306021740079256e-01,5.037988561690373501e+01,5.115126277268288391e+01
1.700651426326993398e-01,5.762860392786708275e+01,5.853661837822706815e+01
1.724321761432407174e-01,6.476610058995767361e+01,6.581657929348298808e+01
1.748321549567012911e-01,7.178279763064969643e+01,7.298202316728995243e+01
1.772655376187583787e-01,7.867509474069900932e+01,8.002984302493300106e+01
1.797327890573083564e-01,8.544413568542128701e+01,8.696171737024687332e+01
1.822343806712968528e-01,9.209497797772021954e+01,9.378328393653418971e+01
1.847707904207852581e-01,9.863603312866355566e+01,1.005035844423437936e+02
1.873425029182710644e-01,1.050786983372687899e+02,1.071347012571650765e+02
1.899500095212789674e-01,1.114371300602283696e+02,1.136915364640931898e+02
1.925938084262407701e-01,1.177281268119517534e+02,1.201917007186369091e+02
1.952744047636824076e-01,1.239710982463525681e+02,1.266554890055707574e+02
1.979923106947346356e-01,1.301881028372700939e+02,1.331059256616001676e+02
2.007480455089883931e-01,1.364039387647126773e+02,1.395688633203813822e+02
2.035421357237111872e-01,1.426462727252737750e+02,1.460731205432313402e+02
2.063751151844449294e-01,1.489457897802351454e+02,1.526506412855576400e+02
2.092475251670035397e-01,1.553363443519257885e+02,1.593366563318250542e+02
2.121599144808905824e-01,1.618550883709303889e+02,1.661698227015223495e+02
2.151128395741560284e-01,1.685425477196442330e+02,1.731923121378980568e+02
2.181068646397125166e-01,1.754426129987219838e+02,1.804498146233025864e+02
2.211425617231314589e-01,1.826024059323455049e+02,1.879914180844249927e+02
2.242205108319394458e-01,1.900719793079054512e+02,1.958693219321682477e+02
2.273413000464356570e-01,1.979038073039753840e+02,2.041383409030113967e+02
2.305055256320524548e-01,2.061520256368465311e+02,2.128551580583683460e+02
2.337137921532785323e-01,2.148713884192615637e+02,2.220772930083193728e+02
2.369667125891688764e-01,2.241159220708961470e+02,2.318617645311207411e+02
2.402649084504620003e-01,2.339372766817450042e+02,2.422634463675854022e+02
2.436090098983271501e-01,2.443828017126809584e+02,2.533331408544454177e+02
2.469996558647644669e-01,2.554934043946846032e+02,2.651154257594208161e+02
2.504374941746808636e-01,2.673012826205223291e+02,2.776463621139195084e+02
2.539231816696649324e-01,2.798276546124386641e+02,2.909511800700524304e+02
2.574573843334847512e-01,2.930806284668971671e+02,3.050420790764183039e+02
2.610407774193322927e-01,3.070533577228013655e+02,3.199162798653561595e+02
2.646740455788389457e-01,3.217226059648211276e+02,3.355544405078863974e+02
2.683578829928863207e-01,3.370477872223364670e+02,3.519194903191645949e+02
2.720929935042391001e-01,3.529704566159491037e+02,3.689558410327413185e+02
2.758800907520217449e-01,3.694141015157791230e+02,3.865888091114035205e+02
2.797198983080686485e-01,3.862839420512933089e+02,4.047239418453304438e+02
2.836131498151715502e-01,4.034663191163896272e+02,4.232458123151291147e+02
2.875605891272509651e-01,4.208271705833126362e+02,4.420157788014939797e+02
2.915629704514786091e-01,4.382091273976585057e+02,4.608682503315501435e+02
2.956210584923781859e-01,4.554269609063408097e+02,4.796052246834562993e+02
2.997356285979315693e-01,4.722615314882095845e+02,4.979893205860107628e+02
3.039074669077185820e-01,4.884530416340851389e+02,5.157362271128295106e+02
3.081373705031189014e-01,5.036952303551563546e+02,5.325083818749361626e+02
3.124261475596040172e-01,5.176330014219870463e+02,5.479125947593837509e+02
3.167746175011492693e-01,5.298665714989508615e+02,5.615049507517812799e+02
3.211836111567955565e-01,5.399651727531243068e+02,5.728062428271800854e+02
3.256539709193884136e-01,5.383724433717197826e+02,5.714233706751094815e+02
3.301865509065282644e-01,5.316862005746379509e+02,5.645107422119693865e+02
3.347822171237602729e-01,5.218619465730276943e+02,5.541801821131806491e+02
3.394418476300349319e-01,5.089599593054099387e+02,5.404855187508765084e+02
3.441663327054726995e-01,4.931916000458492704e+02,5.236458115252469270e+02
3.489565750214624340e-01,4.749168907536118809e+02,5.040429920397530168e+02
3.538134898131284900e-01,4.546223162564348286e+02,4.821979557346927550e+02
3.587380050541972842e-01,4.328814774402699186e+02,4.587280003013668193e+02
3.637310616342985248e-01,4.103051532580871594e+02,4.342927666986948338e+02
3.687936135387335224e-01,3.874893527404779547e+02,4.095380084484973509e+02
3.739266280307461110e-01,3.649695949952804312e+02,3.850461056745619430e+02
3.791310858363299841e-01,3.431874273187802373e+02,3.612997882700703940e+02
3.844079813316093608e-01,3.224720926837450747e+02,3.386621520026123449e+02
3.897583227328256794e-01,3.030372759423037223e+02,3.173728245312304352e+02
3.951831322889705067e-01,2.849905999356677739e+02,2.975577253681991010e+02
4.006834464770988591e-01,2.687847726945472004e+02,2.796810363396206185e+02
4.062603162003606827e-01,2.568795783029565314e+02,2.662083070101406292e+02
4.119148069887892949e-01,2.460258727185840826e+02,2.538916453604692265e+02
4.176479992028837573e-01,2.361337762051847733e+02,2.426390431750789105e+02
4.234609882400252601e-01,2.271117179791916385e+02,2.323544116934011754e+02
4.293548847437664295e-01,2.188773732864788713e+02,2.229493349970142617e+02
4.353308148160334734e-01,2.113627535308384893e+02,2.143488003225461682e+02
4.413899202322818516e-01,2.045145472869317587e+02,2.064920195277785808e+02
4.475333586596463853e-01,1.982913796885049749e+02,1.993300336371432593e+02
4.537623038781290474e-01,1.926597574693650188e+02,1.928218939366097686e+02
4.600779460048624037e-01,1.875901625340359260e+02,1.869309068988806644e+02
4.664814917214975543e-01,1.830542118801001266e+02,1.816218817183301724e+02
4.729741645047549903e-01,1.790232137892996320e+02,1.768597273956798972e+02
4.795572048601852710e-01,1.754679830611694911e+02,1.726092753934361781e+02
4.862318705591829326e-01,1.723595165003525835e+02,1.688359390062594798e+02
4.929994368792990911e-01,1.696700730549317768e+02,1.655067610197427825e+02
4.998611968478992584e-01,1.673742899885117197e+02,1.625914860008584810e+02
5.068184614892120576e-01,1.699072364099606318e+02,1.634025653045551394e+02
5.138725600748168532e-01,1.729255800369520841e+02,1.646771922893594819e+02
5.210248403776172044e-01,1.763249984682508682e+02,1.663295318642728944e+02
5.282766689293495466e-01,1.800968344970560224e+02,1.683466788311595508e+02
5.356294312816772818e-01,1.834766953660504214e+02,1.701096517445055269e+02
5.430845322709153544e-01,1.869334824056919615e+02,1.719886718708873445e+02
5.506433962864434317e-01,1.906925527492667243e+02,1.741606928742950231e+02
5.583074675428522093e-01,1.947563082635034561e+02,1.766245964825666874e+02
5.660782103558790190e-01,1.991316476787685019e+02,1.793835847079215284e+02
5.739571094221832537e-01,2.038302554761951910e+02,1.824453869281720131e+02
5.819456701030158996e-01,2.088689838467864206e+02,1.858225540396091446e+02
5.900454187118377991e-01,2.142703229260380056e+02,1.895328357549164764e+02
5.982579028059403781e-01,2.200629402708908344e+02,1.935996246773123914e+02
6.065846914821261260e-01,2.221180452649894903e+02,1.949326853744699406e+02
6.150273756765034516e-01,2.234927136383216464e+02,1.958264055819027476e+02
6.235875684684544229e-01,2.253414620328674403e+02,1.971509611365497676e+02
6.322669053888354540e-01,2.277214693776861907e+02,1.989555354776022114e+02
6.410670447324632315e-01,2.306959770260795892e+02,2.012948171011565819e+02
6.499896678749537138e-01,2.343312678254686716e+02,2.042263644499154225e+02
6.590364795939700482e-01,2.386906053610868241e+02,2.078053049205251739e+02
6.682092083949406902e-01,2.438233036685602713e+02,2.120747489308500917e+02
6.775096068413125616e-01,2.497465072549751426e+02,2.170497652800331139e+02
6.869394518893991997e-01,2.564170750972232327e+02,2.226925695152565936e+02
6.965005452278908438e-01,2.636921341202079248e+02,2.288775530840020167e+02
7.061947136220892984e-01,2.712810740501885221e+02,2.353484015147521973e+02
7.160238092629338524e-01,2.787008904661836368e+02,2.416775155953000649e+02
7.259897101208853121e-01,2.852605867684502527e+02,2.472501570623720397e+02
7.360943203047355388e-01,2.901116894841181306e+02,2.513061670882408407e+02
7.463395704254117691e-01,2.923940106565707424e+02,2.530661683045145764e+02
7.567274179648424415e-01,2.914624595863696754e+02,2.519321937354349643e+02
7.672598476499591369e-01,2.871136814722733561e+02,2.476933111682652111e+02
7.779388718319030227e-01,2.796938783346303126e+02,2.406303559359679127e+02
7.887665308705097411e-01,2.700143271599797572e+02,2.314491233115857085e+02
7.997448935241449064e-01,2.591121746069978258e+02,2.210693513556219614e+02
8.108760573449667053e-01,2.479816908663192976e+02,2.103801845121565464e+02
8.221621490796886533e-01,2.373932751445538543e+02,2.000712920177873286e+02
8.336053250759211108e-01,2.278376787101170464e+02,1.905777510814413347e+02
8.452077716941680530e-01,2.195612752541971417e+02,1.821095452943701503e+02
8.569717057255586967e-01,2.135039916099428012e+02,1.755606770379719705e+02
8.688993748153924779e-01,2.093660360836283871e+02,1.706192116110680672e+02
8.809930578925792011e-01,2.064667028039465322e+02,1.666016777378073925e+02
8.932550656050585181e-01,2.047070014026927254e+02,1.633910081012552098e+02
9.056877407612753395e-01,2.039851714614668197e+02,1.608676870692772809e+02
9.182934587778035507e-01,2.042007390989581666e+02,1.589176053485767284e+02
9.310746281331989671e-01,2.052492100639210548e+02,1.574345951939848192e+02
9.440336908281689032e-01,2.070084786322921673e+02,1.563201363411874638e+02
9.571731228521460633e-01,2.093174696224189404e+02,1.554819019217051448e+02
9.704954346563579026e-01,2.119491572296724371e+02,1.548323782183975652e+02
9.840031716334787237e-01,2.145854208638212413e+02,1.542886106008277523e+02
9.976989146039586531e-01,2.168104688529737416e+02,1.537739249346319639e+02
1.011585280309120982e+00,2.181475412641847527e+02,1.532218946201946324e+02
1.025664921911124905e+00,2.181558559854343855e+02,1.525817025256380077e+02
1.039940529499882249e+00,2.165675417575789652e+02,1.518228211857920087e+02
1.054414830607033782e+00,2.133946970192793628e+02,1.509366275457128381e+02
1.069090590727078460e+00,2.089313147951860401e+02,1.499338424462804937e+02
1.083970613845754327e+00,2.036426706673701688e+02,1.488388025626794047e+02
1.099057742975775520e+00,1.980138130236600773e+02,1.476828960106236650e+02
1.114354860700024874e+00,1.924385609119784135e+02,1.464991996036937962e+02
1.129864889722306476e+00,1.871790126276144974e+02,1.453191115551363168e+02
1.145590793425765641e+00,1.823774972678069162e+02,1.441707039001884425e+02
1.161535576439078454e+00,1.780898748486930572e+02,1.430781234405763485e+02
1.177702285210524558e+00,1.743188385759289645e+02,1.420614749343121446e+02
1.194094008590048439e+00,1.710387708894591583e+02,1.411368746697751249e+02
1.210713878419422240e+00,1.682114844079680722e+02,1.403165577333355998e+02
1.227565070130622882e+00,1.657950371697985474e+02,1.396090142225837667e+02
1.244650803352538082e+00,1.637480882075751367e+02,1.390191509999874313e+02
1.261974342526116288e+00,1.620316670621515414e+02,1.385484678417636530e+02
1.279538997528077982e+00,1.606095601024028952e+02,1.381952259959494427e+02
1.297348124303308925e+00,1.594480118758702076e+02,1.379545836260959391e+02
1.315405125506055706e+00,1.585151195660506858e+02,1.378186779416471097e+02
1.333713451150042362e+00,1.577801174425345039e+02,1.377766464462005160e+02
1.352276599267644652e+00,1.572126577587079055e+02,1.378145980559492898e+02
1.371098116578223891e+00,1.567821597662800741e+02,1.379155680375875477e+02
1.390181599165776882e+00,1.564572967356448316e+02,1.380595181287964124e+02
1.409530693166011428e+00,1.562057067946410598e+02,1.382234726397661007e+02
1.429149095462985519e+00,1.559940335178176838e+02,1.383819067632572342e+02
1.449040554395442770e+00,1.557884105922149729e+02,1.385075129691427094e+02
1.469208870472978434e+00,1.555554822165168787e+02,1.385724481405956112e+02
1.489657897102175221e+00,1.552639789292764192e+02,1.385500909838705752e+02
1.510391541322842812e+00,1.548867412488957882e+02,1.384172107340079663e+02
1.531413764554506951e+00,1.544029209467353212e+02,1.381562845934332984e+02
1.552728583353288228e+00,1.537999449639634406e+02,1.377575556353238824e+02
1.574340070179313322e+00,1.530747726491286187e+02,1.372203676303926159e+02
1.596252354174811039e+00,1.522340693683337065e+02,1.365534044806898351e+02
1.618469621953033899e+00,1.512931565014763464e+02,1.357736975273547557e+02
1.640996118398164283e+00,1.502739036903383010e+02,1.349045684268741923e+02
1.663836147476350780e+00,1.492019865361141058e+02,1.339729314495826884e+02
1.686994073058035282e+00,1.481040456388482198e+02,1.330064910712790436e+02
1.710474319751723815e+00,1.470052262049034084e+02,1.320313139287803210e+02
1.734281373749362531e+00,1.459274012988143454e+02,1.310700783171767227e+02
1.758419783683481397e+00,1.448881716640959496e+02,1.301410946529315140e+02
1.782894161496265673e+00,1.439005642767998836e+02,1.292580198928632171e+02
1.807709183320725277e+00,1.429732552898163362e+02,1.284300925441164622e+02
1.832869590374127222e+00,1.421111183168369791e+02,1.276626901667856657e+02
1.858380189863862331e+00,1.413159230023989323e+02,1.269580351277364088e+02
1.884245855905930300e+00,1.405870550365698364e+02,1.263159203888422866e+02
1.910471530456186562e+00,1.399221773053872937e+02,1.257343754631020545e+02
1.937062224254573195e+00,1.393177919453178220e+02,1.252102325995334411e+02
1.964023017782481118e+00,1.387696912384989787e+02,1.247395813167987626e+02
1.991359062233437838e+00,1.382733023925108000e+02,1.243181164395207929e+02
2.019075580497307509e+00,1.378239399064905513e+02,1.239413934044233088e+02
2.047177868158188918e+00,1.374169822601002124e+02,1.236050076125735870e+02
