# eps(GeV),sophia_proton(microb),sophia_netron(microb)
2.075671294506201914e+00,1.370479894021647738e+02,1.233047143309412945e+02
2.104561303563356578e+00,1.367127756113029022e+02,1.230365037356493474e+02
2.133853415123702302e+00,1.364074497931011365e+02,1.227966431788636328e+02
2.163553225807951286e+00,1.361284327553128151e+02,1.225816962372264385e+02
2.193666410132783628e+00,1.358724587512404298e+02,1.223885258480353571e+02
2.224198721595032069e+00,1.356365667076011619e+02,1.222142869651858348e+02
2.255155993770961764e+00,1.354180850635973457e+02,1.220564126768338582e+02
2.286544141430844057e+00,1.352146130023818671e+02,1.219125965805161513e+02
2.318369161669049383e+00,1.350239999973522345e+02,1.217807733518415887e+02
2.350637135049864046e+00,1.348443249652843576e+02,1.216590988114591880e+02
2.383354226769259121e+00,1.346738758639761215e+02,1.215459303396181667e+02
2.416526687832826870e+00,1.345111302503114530e+02,1.214398081648125469e+02
2.450160856250112040e+00,1.343547370908712537e+02,1.213394378281822839e+02
2.484263158245569425e+00,1.342034999647084419e+02,1.212436739718452259e+02
2.518840109486370160e+00,1.340563616965276879e+02,1.211515054970363963e+02
2.553898316327303242e+00,1.339123903933345900e+02,1.210620420719099997e+02
2.589444477073000961e+00,1.337707668177259848e+02,1.209745019281945275e+02
2.625485383257729843e+00,1.336307730084861873e+02,1.208882008626958964e+02
2.662027920943008219e+00,1.334917820483972832e+02,1.208025423482647795e+02
2.699079072033257365e+00,1.333532488761651393e+02,1.207170086552883106e+02
2.736645915609792201e+00,1.332147020413100336e+02,1.206311528862250952e+02
2.774735629283363370e+00,1.330757363058354485e+02,1.205445918302356176e+02
2.813355490565530914e+00,1.329360060031429214e+02,1.204569995512352421e+02
2.852512878259120477e+00,1.327952190721223360e+02,1.203681016298220641e+02
2.892215273868036896e+00,1.326531316920230097e+02,1.202776699869150434e+02
2.932470263026696777e+00,1.325095434512403472e+02,1.201855182242079536e+02
2.973285536949359376e+00,1.323642929903013226e+02,1.200914974234654551e+02
3.014668893899627111e+00,1.322172540659804838e+02,1.199954923531370383e+02
3.056628240680400843e+00,1.320683319895663601e+02,1.198974180366768962e+02
3.099171594144572328e+00,1.319174603978071332e+02,1.197972166423128044e+02
3.142307082726743861e+00,1.317645983200136470e+02,1.196948546588194517e+02
3.186042947996265973e+00,1.316097275092076586e+02,1.195903203261442513e+02
3.230387546231890283e+00,1.314528500091181797e+02,1.194836212935415745e+02
3.275349350018342598e+00,1.312939859322890470e+02,1.193747824812395919e+02
3.320936949865112897e+00,1.311331714276064417e+02,1.192638441246287329e+02
3.367159055847778859e+00,1.309704568182344531e+02,1.191508599825666437e+02
3.414024499272174662e+00,1.308059048932923929e+02,1.190358956936780146e+02
3.461542234361720816e+00,1.306395893386645355e+02,1.189190272665267400e+02
3.509721339968239651e+00,1.304715932941247445e+02,1.188003396912824599e+02
3.558571021306581983e+00,1.303020080255282664e+02,1.186799256620265766e+02
3.608100611713396688e+00,1.301309317021849381e+02,1.185578844001680920e+02
3.658319574430379362e+00,1.299584682707171055e+02,1.184343205705935844e+02
3.709237504412353559e+00,1.297847264177368061e+02,1.183093432831757355e+02
3.760864130160484819e+00,1.296098186145728448e+02,1.181830651731345938e+02
3.813209315581046699e+00,1.294338602380529437e+02,1.180556015544964907e+02
3.866283061870037674e+00,1.292569687620182322e+02,1.179270696415449180e+02
3.920095509424033509e+00,1.290792630148255853e+02,1.177975878337192484e+02
3.974656939777636122e+00,1.289008624985928577e+02,1.176672750598967951e+02
4.029977777567887998e+00,1.287218867663693231e+02,1.175362501784096878e+02
4.086068592526026499e+00,1.285424548537832550e+02,1.174046314295004549e+02
4.142940101496967564e+00,1.283626847620298008e+02,1.172725359372230116e+02
4.200603170486882476e+00,1.281826929893324518e+02,1.171400792580522250e+02
4.259068816739290497e+00,1.280025941082365364e+02,1.170073749736834401e+02
4.318348210840039059e+00,1.278225003862869755e+02,1.168745343256861702e+02
4.378452678851577851e+00,1.276425214478029488e+02,1.167416658898316655e+02
4.439393704476946922e+00,1.274627639746003638e+02,1.166088752880426398e+02
4.501182931253880248e+00,1.272833314436254000e+02,1.164762649360215221e+02
4.563832164779447531e+00,1.271043238995586364e+02,1.163439338247031856e+02
4.627353374965658794e+00,1.269258377605285659e+02,1.162119773337534241e+02
4.691758698326463417e+00,1.267479656551402627e+02,1.160804870753947853e+02
4.757060440296587700e+00,1.265707962890793112e+02,1.159495507668938501e+02
4.823271077582630184e+00,1.263944143396002318e+02,1.158192521300869089e+02
4.890403260546900555e+00,1.262189003762463813e+02,1.156896708163569230e+02
4.958469815624424015e+00,1.260443308061851440e+02,1.155608823555070614e+02
5.027483747773587197e+00,1.258707778425723092e+02,1.154329581270031042e+02
5.097458242960905217e+00,1.256983094943889085e+02,1.153059653520838879e+02
5.168406670680348647e+00,1.255269895762203873e+02,1.151799671052618379e+02
5.240342586507781064e+00,1.253568777364750417e+02,1.150550223437613226e+02
5.313279734690879330e+00,1.251880295025662662e+02,1.149311859534659561e+02
5.387232050775172532e+00,1.250204963416105812e+02,1.148085088099722526e+02
5.462213664266587720e+00,1.248543257352232558e+02,1.146870378533738375e+02
5.538238901331070885e+00,1.246895612670256810e+02,1.145668161754305316e+02
5.615322287531776979e+00,1.245262427215120482e+02,1.144478831178078053e+02
5.693478550604360144e+00,1.243644061929599900e+02,1.143302743801070562e+02
5.772722623270889031e+00,1.242040842031088630e+02,1.142140221364438162e+02
5.853069646092926348e+00,1.240453058263725836e+02,1.140991551593724722e+02
5.934534970364325979e+00,1.238880968213976530e+02,1.139856989499970723e+02
6.017134161044280560e+00,1.237324797678262058e+02,1.138736758731563725e+02
6.100882999731207512e+00,1.235784742071735991e+02,1.137631052966170273e+02
6.185797487678012629e+00,1.234260967867836740e+02,1.136540037332621864e+02
6.271893848849330766e+00,1.232753614058795222e+02,1.135463849853147877e+02
6.359188533021313816e+00,1.231262793627845298e+02,1.134402602896905421e+02
6.447698218924566405e+00,1.229788595024489837e+02,1.133356384636329324e+02
6.537439817430819922e+00,1.228331083634749632e+02,1.132325260498403452e+02
6.628430474783969295e+00,1.226890303238957642e+02,1.131309274603561619e+02
6.720687575876069353e+00,1.225466277450266972e+02,1.130308451185508147e+02
6.814228747568940037e+00,1.224059011127662728e+02,1.129322795985872006e+02
6.909071862061990643e+00,1.222668491757883089e+02,1.128352297618204148e+02
7.005235040306930117e+00,1.221294690801274356e+02,1.127396928896416455e+02
7.102736655469995775e+00,1.219937564997200923e+02,1.126456648123372730e+02
7.201595336442367490e+00,1.218597057625230633e+02,1.125531400335899548e+02
7.301829971399478758e+00,1.217273099718878768e+02,1.124621118503063144e+02
7.403459711409791311e+00,1.215965611229267154e+02,1.123725724675094284e+02
7.506503974093875264e+00,1.214674502136574290e+02,1.122845131080877508e+02
7.610982447334375678e+00,1.213399673507667842e+02,1.121979241172408450e+02
7.716915093037627571e+00,1.212141018498796967e+02,1.121127950615108091e+02
7.824322150947627286e+00,1.210898423302671318e+02,1.120291148223327582e+02
7.933224142513083166e+00,1.209671768039678454e+02,1.119468716840786726e+02
8.043641874808296066e+00,1.208460927593380489e+02,1.118660534166077980e+02
8.155596444508601550e+00,1.207265772390794893e+02,1.117866473523730804e+02
8.269109241921164255e+00,1.206086169128285093e+02,1.117086404581630745e+02
8.384201955071844736e+00,1.204921981444177561e+02,1.116320194015896448e+02
8.500896573848978122e+00,1.203773070539483996e+02,1.115567706124555798e+02
8.619215394204809755e+00,1.202639295748325736e+02,1.114828803391598484e+02
8.739181022415408506e+00,1.201520515059855967e+02,1.114103347003152749e+02
8.860816379399887310e+00,1.200416585593627872e+02,1.113391197317716035e+02
8.984144705099716077e+00,1.199327364030495460e+02,1.112692214292477217e+02
9.109189562919011607e+00,1.198252707001224451e+02,1.112006257867880663e+02
9.235974844226607416e+00,1.197192471435071184e+02,1.111333188312647735e+02
9.364524772920802320e+00,1.196146514870635826e+02,1.110672866531522942e+02
9.494863910057636858e+00,1.195114695731305403e+02,1.110025154338039073e+02
9.627017158543578645e+00,1.194096873567628592e+02,1.109389914694584149e+02
9.761009767893545686e+00,1.193092909268919755e+02,1.108767011922055445e+02
9.896867339055123836e+00,1.192102665246376603e+02,1.108156311881337217e+02
1.003461582929994300e+01,1.184888947305891236e+02,1.101372866422973829e+02
1.017428155718317839e+01,1.184095255218467457e+02,1.100954055461875782e+02
1.031589120757196554e+01,1.183310268789493023e+02,1.100542497441074801e+02
1.045947183674392633e+01,1.182533983989949888e+02,1.100138189903519788e+02
1.060505087755658593e+01,1.181766395373574881e+02,1.099741129063661020e+02
1.075265614468877295e+01,1.181007496234320797e+02,1.099351309961357117e+02
1.090231583995493914e+01,1.180257278745974787e+02,1.098968726598223355e+02
1.105405855769348733e+01,1.179515734085656078e+02,1.098593372058098367e+02
1.120791329023005645e+01,1.178782852542785093e+02,1.098225238613211729e+02
1.136390943341687176e+01,1.178058623615020934e+02,1.097864317817519577e+02
1.152207679224918735e+01,1.177343036092539279e+02,1.097510600588558844e+02
1.168244558655989707e+01,1.176636078131921721e+02,1.097164077279073382e+02
1.184504645679341195e+01,1.175937737320821839e+02,1.096824737739561328e+02
1.200991046985988930e+01,1.175248000734466558e+02,1.096492571372781555e+02
1.217706912507095574e+01,1.174566854984961424e+02,1.096167567181181113e+02
1.234655436015804142e+01,1.173894286264271756e+02,1.095849713808096908e+02
1.251839855737447671e+01,1.173230280381667114e+02,1.095538999573510495e+02
1.269263454968252702e+01,1.172574822796335496e+02,1.095235412505050761e+02
1.286929562702652952e+01,1.171927898645799075e+02,1.094938940364871058e+02
1.304841554269335369e+01,1.171289492770684717e+02,1.094649570672943923e+02
1.323002851976138672e+01,1.170659589736361568e+02,1.094367290727274167e+02
1.341416925763927459e+01,1.170038173851862666e+02,1.094092087621453118e+02
1.360087293869567127e+01,1.169425229186493169e+02,1.093823948259938561e+02
1.379017523498127318e+01,1.168820739584449768e+02,1.093562859371389209e+02
1.398211231504439489e+01,1.168224688677748304e+02,1.093308807520342469e+02
1.417672085084141465e+01,1.167637059897709264e+02,1.093061779117483638e+02
1.437403802474345937e+01,1.167057836485223561e+02,1.092821760428727060e+02
1.457410153664047137e+01,1.166487001499985467e+02,1.092588737583287184e+02
1.477694961114429262e+01,1.165924537828845757e+02,1.092362696580902366e+02
1.498262100489194104e+01,1.165370428193434833e+02,1.092143623298346569e+02
1.519115501395054757e+01,1.164824655157159441e+02,1.091931503495340507e+02
1.540259148132535039e+01,1.164287201131677421e+02,1.091726322819959591e+02
1.561697080457219577e+01,1.163758048382929644e+02,1.091528066813619233e+02
1.583433394351599866e+01,1.163237179036799915e+02,1.091336720915708725e+02
1.605472242807661232e+01,1.162724575084457967e+02,1.091152270467924268e+02
1.627817836620364744e+01,1.162220218387435295e+02,1.090974700718351897e+02
1.650474445192170592e+01,1.161724090682469921e+02,1.090803996825339510e+02
1.673446397348760684e+01,1.161236173586156042e+02,1.090640143861185436e+02
1.696738082166115191e+01,1.160756448599422015e+02,1.090483126815674950e+02
1.720353949809098637e+01,1.160284897111861113e+02,1.090332930599481642e+02
1.744298512381719846e+01,1.159821500405928845e+02,1.090189540047454955e+02
1.768576344789224208e+01,1.159366239661025304e+02,1.090052939921802846e+02
1.793192085612188080e+01,1.158919095957471797e+02,1.089923114915186488e+02
1.818150437992774826e+01,1.158480050280389406e+02,1.089800049653731122e+02
1.843456170533329441e+01,1.158049083523494005e+02,1.089683728699964433e+02
1.869114118207479791e+01,1.157626176492803438e+02,1.089574136555685300e+02
1.895129183283916063e+01,1.157211309910271382e+02,1.089471257664770008e+02
1.921506336263032821e+01,1.156804464417345173e+02,1.089375076415917647e+02
1.948250616826601345e+01,1.156405620578457842e+02,1.089285577145340369e+02
1.975367134800664104e+01,1.156014758884446820e+02,1.089202744139398504e+02
2.002861071131837178e+01,1.155631859755912387e+02,1.089126561637183102e+02
2.030737678877181907e+01,1.155256903546510898e+02,1.089057013833050149e+02
2.059002284207875277e+01,1.154889870546187893e+02,1.088994084879105060e+02
2.087660287426838224e+01,1.154530740984349393e+02,1.088937758887637983e+02
2.116717164000531071e+01,1.154179495032974643e+02,1.088888019933515636e+02
2.146178465605108343e+01,1.153836112809672585e+02,1.088844852056525383e+02
2.176049821187135791e+01,1.153500574380678643e+02,1.088808239263675546e+02
2.206336938039070716e+01,1.153172859763798215e+02,1.088778165531451236e+02
2.237045602889710239e+01,1.152852948931295600e+02,1.088754614808026986e+02
2.268181683009817462e+01,1.152540821812723948e+02,1.088737571015439300e+02
2.299751127333136935e+01,1.152236458297707884e+02,1.088727018051712179e+02
2.331759967593011851e+01,1.151939838238669722e+02,1.088722939792946960e+02
2.364214319474820059e+01,1.151650941453505510e+02,1.088725320095368403e+02
2.397120383784454134e+01,1.151369747728208779e+02,1.088734142797331117e+02
2.430484447633060086e+01,1.151096236819443277e+02,1.088749391721286628e+02
2.464312885638268114e+01,1.150830388457069944e+02,1.088771050675713639e+02
2.498612161142143151e+01,1.150572182346618888e+02,1.088799103457005657e+02
2.533388827446085045e+01,1.150321598171717881e+02,1.088833533851325228e+02
2.568649529062919612e+01,1.150078615596471536e+02,1.088874325636418945e+02
2.604401002986413971e+01,1.149843214267792462e+02,1.088921462583394799e+02
2.640650079978462728e+01,1.149615373817688493e+02,1.088974928458465428e+02
2.677403685874189421e+01,1.149395073865502752e+02,1.089034707024655830e+02
2.714668842905214774e+01,1.149182294020106951e+02,1.089100782043472719e+02
2.752452671041335464e+01,1.148977013882056468e+02,1.089173137276544310e+02
2.790762389350896200e+01,1.148779213045694689e+02,1.089251756487222025e+02
2.829605317380064378e+01,1.148588871101218558e+02,1.089336623442149943e+02
2.868988876551330236e+01,1.148405967636701206e+02,1.089427721912803264e+02
2.908920591581460968e+01,1.148230482240071950e+02,1.089525035676990115e+02
2.949408091919189445e+01,1.148062394501056360e+02,1.089628548520325637e+02
2.990459113202914310e+01,1.147901684013074117e+02,1.089738244237671694e+02
3.032081498738691749e+01,1.147748330375100210e+02,1.089854106634547293e+02
3.074283200998793930e+01,1.147602313193482644e+02,1.089976119528506473e+02
3.117072283141129674e+01,1.147463612083725337e+02,1.090104266750489188e+02
3.160456920549808046e+01,1.147332206672231507e+02,1.090238532146139363e+02
3.204445402397148257e+01,1.147208076598008262e+02,1.090378899577096092e+02
3.249046133227429323e+01,1.147091201514338081e+02,1.090525352922255280e+02
3.294267634562680058e+01,1.146981561090408803e+02,1.090677876079002999e+02
3.340118546530823807e+01,1.146879135012914048e+02,1.090836452964422278e+02
3.386607629516481666e+01,1.146783902987612436e+02,1.091001067516470187e+02
3.433743765834749695e+01,1.146695844740857240e+02,1.091171703695131185e+02
3.481535961428279080e+01,1.146614940021088529e+02,1.091348345483541920e+02
3.529993347587970476e+01,1.146541168600294469e+02,1.091530976889090283e+02
3.579125182697620744e+01,1.146474510275437950e+02,1.091719581944489761e+02
3.628940854002851779e+01,1.146414944869851951e+02,1.091914144708827905e+02
3.679449879404661772e+01,1.146362452234601648e+02,1.092114649268591933e+02
3.730661909277934996e+01,1.146317012249816969e+02,1.092321079738664906e+02
3.782586728315268942e+01,1.146278604825994449e+02,1.092533420263306425e+02
3.835234257396456314e+01,1.146247209905265123e+02,1.092751655017102053e+02
3.888614555483993485e+01,1.146222807462638968e+02,1.092975768205892280e+02
3.942737821544982779e+01,1.146205377507213541e+02,1.093205744067682303e+02
3.997614396499746192e+01,1.146194900083359158e+02,1.093441566873523811e+02
4.053254765197606702e+01,1.146191355271871686e+02,1.093683220928378148e+02
4.109669558420139879e+01,1.146194723191100451e+02,1.093930690571958309e+02
4.166869554912318563e+01,1.146204983998047169e+02,1.094183960179547483e+02
4.224865683441926478e+01,1.146222117889438721e+02,1.094443014162798988e+02
4.283669024887633014e+01,1.146246105102772646e+02,1.094707836970515018e+02
4.343290814356132756e+01,1.146276925917338332e+02,1.094978413089404796e+02
4.403742443328751932e+01,1.146314560655210499e+02,1.095254727044823113e+02
4.465035461837933184e+01,1.146358989682220368e+02,1.095536763401491243e+02
4.527181580674010064e+01,1.146410193408898692e+02,1.095824506764195831e+02
4.590192673622699004e+01,1.146468152291397473e+02,1.096117941778471447e+02
4.654080779733735795e+01,1.146532846832387662e+02,1.096417053131264936e+02
4.718858105621082188e+01,1.146604257581930852e+02,1.096721825551578604e+02
4.784537027795150976e+01,1.146682365138332642e+02,1.097032243811100614e+02
4.851130095027492928e+01,1.146767150148967573e+02,1.097348292724813064e+02
4.918650030748395352e+01,1.146858593311087589e+02,1.097669957151586431e+02
4.987109735477847750e+01,1.146956675372605758e+02,1.097997221994756529e+02
5.056522289290351324e+01,1.147061377132858553e+02,1.098330072202684136e+02
5.126900954314022840e+01,1.147172679443347505e+02,1.098668492769297700e+02
5.198259177264494468e+01,1.147290563208462544e+02,1.099012468734623837e+02
5.270610592014071472e+01,1.147415009386180600e+02,1.099361985185298778e+02
5.343969022196652929e+01,1.147545998988748721e+02,1.099717027255064750e+02
5.418348483848905062e+01,1.147683513083345161e+02,1.100077580125254144e+02
5.493763188088217930e+01,1.147827532792722138e+02,1.100443629025255632e+02
5.570227543827881789e+01,1.147978039295829831e+02,1.100815159232967773e+02
5.647756160530115466e+01,1.148135013828422331e+02,1.101192156075238842e+02
5.726363850997373817e+01,1.148298437683644124e+02,1.101574604928291023e+02
5.806065634202519732e+01,1.148468292212600090e+02,1.101962491218132243e+02
5.886876738158385081e+01,1.148644558824908870e+02,1.102355800420954353e+02
5.968812602827270553e+01,1.148827218989235632e+02,1.102754518063518248e+02
6.051888883070940750e+01,1.149016254233813896e+02,1.103158629723526900e+02
6.136121451641682256e+01,1.149211646146943906e+02,1.103568121029982763e+02
6.221526402214987428e+01,1.149413376377480773e+02,1.103982977663537071e+02
6.308120052464449401e+01,1.149621426635303578e+02,1.104403185356824793e+02
6.395918947179458769e+01,1.149835778691770827e+02,1.104828729894786363e+02
6.484939861426288132e+01,1.150056414380157577e+02,1.105259597114980465e+02
6.575199803753177719e+01,1.150283315596081906e+02,1.105695772907884162e+02
6.666716019440028163e+01,1.150516464297913615e+02,1.106137243217181521e+02
6.759505993793322887e+01,1.150755842507169007e+02,1.106583994040041290e+02
6.853587455486918145e+01,1.151001432308892447e+02,1.107036011427384636e+02
6.948978379949321038e+01,1.151253215852024425e+02,1.107493281484140937e+02
7.045696992798119140e+01,1.151511175349754694e+02,1.107955790369494906e+02
7.143761773322209763e+01,1.151775293079862053e+02,1.108423524297122924e+02
7.243191458012498174e+01,1.152045551385042899e+02,1.108896469535417566e+02
7.344005044141736960e+01,1.152321932673226144e+02,1.109374612407705882e+02
7.446221793394184374e+01,1.152604419417874055e+02,1.109857939292455455e+02
7.549861235545797911e+01,1.152892994158273581e+02,1.110346436623472357e+02
7.654943172195625323e+01,1.153187639499813173e+02,1.110840090890089016e+02
7.761487680549173263e+01,1.153488338114250098e+02,1.111338888637344269e+02
7.869515117254368874e+01,1.153795072739963956e+02,1.111842816466153749e+02
7.979046122290974097e+01,1.154107826182200824e+02,1.112351861033472460e+02
8.090101622914102109e+01,1.154426581313304752e+02,1.112866009052446827e+02
8.202702837652630308e+01,1.154751321072939589e+02,1.113385247292562497e+02
8.316871280363261576e+01,1.155082028468299171e+02,1.113909562579780470e+02
8.432628764341015426e+01,1.155418686574308822e+02,1.114438941796665148e+02
8.549997406486924945e+01,1.155761278533814362e+02,1.114973371882508957e+02
8.668999631533748129e+01,1.156109787557761734e+02,1.115512839833444332e+02
8.789658176330486583e+01,1.156464196925369521e+02,1.116057332702550724e+02
8.911996094186547168e+01,1.156824489984286259e+02,1.116606837599955071e+02
9.036036759276358055e+01,1.157190650150745910e+02,1.117161341692922605e+02
9.161803871105296082e+01,1.157562660909706693e+02,1.117720832205942969e+02
9.289321459037770978e+01,1.157940505814985670e+02,1.118285296420809658e+02
9.418613886888331876e+01,1.158324168489382799e+02,1.118854721676690502e+02
9.549705857576677204e+01,1.158713632624797611e+02,1.119429095370193750e+02
9.682622417847453278e+01,1.159108881982334083e+02,1.120008404955426613e+02
9.817388963055745421e+01,1.159509900392403097e+02,1.120592637944049841e+02
9.954031242019171088e+01,1.159916671754810551e+02,1.121181781905322055e+02
1.009257536193750582e+02,1.160329180038841344e+02,1.121775824466141529e+02
1.023304779338082682e+02,1.160747409283336111e+02,1.122374753311082003e+02
1.037547537534697852e+02,1.161171343596755889e+02,1.122978556182420533e+02
1.051988532038953963e+02,1.161600967157246203e+02,1.123587220880161510e+02
1.066630521981710586e+02,1.162036264212686945e+02,1.124200735262056128e+02
1.081476304896495293e+02,1.162477219080740980e+02,1.124819087243612898e+02
1.096528717254007290e+02,1.162923816148890239e+02,1.125442264798108312e+02
1.111790635004059737e+02,1.163376039874472383e+02,1.126070255956586550e+02
1.127264974125066033e+02,1.163833874784701692e+02,1.126703048807859489e+02
1.142954691181173530e+02,1.164297305476692515e+02,1.127340631498497743e+02
1.158862783887151267e+02,1.164766316617468647e+02,1.127982992232820010e+02
1.174992291681141410e+02,1.165240892943973279e+02,1.128630119272876300e+02
1.191346296305380719e+02,1.165721019263067149e+02,1.129282000938426194e+02
1.207927922395005993e+02,1.166206680451524278e+02,1.129938625606913831e+02
1.224740338075054211e+02,1.166697861456021315e+02,1.130599981713438211e+02
1.241786755565771756e+02,1.167194547293120905e+02,1.131266057750718659e+02
1.259070431796349823e+02,1.167696723049248533e+02,1.131936842269057877e+02
1.276594669027199984e+02,1.168204373880666083e+02,1.132612323876298035e+02
1.294362815480892266e+02,1.168717485013438164e+02,1.133292491237776431e+02
1.312378265981874961e+02,1.169236041743395305e+02,1.133977333076274761e+02
1.330644462605097829e+02,1.169760029436089894e+02,1.134666838171965821e+02
1.349164895333662173e+02,1.170289433526748439e+02,1.135360995362355965e+02
1.367943102725626545e+02,1.170824239520220402e+02,1.136059793542225123e+02
1.386982672590091852e+02,1.171364432990918942e+02,1.136763221663561296e+02
1.406287242672695754e+02,1.171909999582759951e+02,1.137471268735494334e+02
1.425860501350650793e+02,1.172460925009096115e+02,1.138183923824224308e+02
1.445706188337452431e+02,1.173017195052646002e+02,1.138901176052947903e+02
1.465828095397399409e+02,1.173578795565419455e+02,1.139623014601781108e+02
1.486230067070056293e+02,1.174145712468637441e+02,1.140349428707678356e+02
1.506916001404801193e+02,1.174717931752651339e+02,1.141080407664349963e+02
1.527889850705594768e+02,1.175295439476853687e+02,1.141815940822176998e+02
1.549155622286118614e+02,1.175878221769589231e+02,1.142556017588119914e+02
1.570717379235421731e+02,1.176466264828059423e+02,1.143300627425629443e+02
1.592579241194223414e+02,1.177059554918224791e+02,1.144049759854551382e+02
1.614745385142022087e+02,1.177658078374703052e+02,1.144803404451028825e+02
1.637220046195158432e+02,1.178261821600664518e+02,1.145561550847404817e+02
1.660007518415988272e+02,1.178870771067722956e+02,1.146324188732118614e+02
1.683112155633313876e+02,1.179484913315824883e+02,1.147091307849602231e+02
1.706538372274240203e+02,1.180104234953133897e+02,1.147862898000174710e+02
1.730290644207602213e+02,1.180728722655913003e+02,1.148638949039931703e+02
1.754373509599138004e+02,1.181358363168403400e+02,1.149419450880635765e+02
1.778791569778556436e+02,1.181993143302700844e+02,1.150204393489602523e+02
1.803549490118693370e+02,1.182633049938628886e+02,1.150993766889586283e+02
1.828652000926865924e+02,1.183278070023608990e+02,1.151787561158662072e+02
1.854103898348673169e+02,1.183928190572528507e+02,1.152585766430106844e+02
1.879910045284352691e+02,1.184583398667605820e+02,1.153388372892278824e+02
1.906075372317899905e+02,1.185243681458252922e+02,1.154195370788493733e+02
1.932604878659116707e+02,1.185909026160935156e+02,1.155006750416900445e+02
1.959503633098771900e+02,1.186579420059029388e+02,1.155822502130356213e+02
1.986776774977056732e+02,1.187254850502678778e+02,1.156642616336296072e+02
2.014429515165520570e+02,1.187935304908646685e+02,1.157467083496604516e+02
2.042467137062670020e+02,1.188620770760166323e+02,1.158295894127484758e+02
2.070894997603430170e+02,1.189311235606790831e+02,1.159129038799324576e+02
2.099718528282652130e+02,1.190006687064238520e+02,1.159966508136563306e+02
2.128943236192866948e+02,1.190707112814238826e+02,1.160808292817555838e+02
2.158574705076485429e+02,1.191412500604373719e+02,1.161654383574435059e+02
2.188618596392639404e+02,1.192122838247919674e+02,1.162504771192974573e+02
2.219080650398874752e+02,1.192838113623685672e+02,1.163359446512447590e+02
2.249966687247899131e+02,1.193558314675851193e+02,1.164218400425487374e+02
2.281282608099592437e+02,1.194283429413800661e+02,1.165081623877943997e+02
2.313034396248498865e+02,1.195013445911957888e+02,1.165949107868742658e+02
2.345228118267006892e+02,1.195748352309618099e+02,1.166820843449737310e+02
2.377869925164445704e+02,1.196488136810779679e+02,1.167696821725566991e+02
2.410966053562309241e+02,1.197232787683970656e+02,1.168577033853507885e+02
2.444522826885841482e+02,1.197982293262079168e+02,1.169461471043327236e+02
2.478546656572205507e+02,1.198736641942177670e+02,1.170350124557133711e+02
2.513044043295466281e+02,1.199495822185348999e+02,1.171242985709228037e+02
2.548021578208626465e+02,1.200259822516510155e+02,1.172140045865954363e+02
2.583485944202947167e+02,1.201028631524233674e+02,1.173041296445547061e+02
2.619443917184796646e+02,1.201802237860569562e+02,1.173946728917980096e+02
2.655902367370273396e+02,1.202580630240865105e+02,1.174856334804813827e+02
2.692868260597842323e+02,1.203363797443583252e+02,1.175770105679041535e+02
2.730348659659247232e+02,1.204151728310121570e+02,1.176688033164935661e+02
2.768350725648945172e+02,1.204944411744627075e+02,1.177610108937892903e+02
2.806881719332318994e+02,1.205741836713814763e+02,1.178536324724277904e+02
2.845949002532939858e+02,1.206543992246779595e+02,1.179466672301267636e+02
2.885560039539132617e+02,1.207350867434811619e+02,1.180401143496695511e+02
2.925722398530122064e+02,1.208162451431209945e+02,1.181339730188892929e+02
2.966443753022026044e+02,1.208978733451093319e+02,1.182282424306531254e+02
3.007731883333976270e+02,1.209799702771212537e+02,1.183229217828465494e+02
3.049594678074644776e+02,1.210625348729760162e+02,1.184180102783572721e+02
3.092040135649461376e+02,1.211455660726181520e+02,1.185135071250595047e+02
3.135076365788805788e+02,1.212290628220983137e+02,1.186094115357978751e+02
3.178711591097472251e+02,1.213130240735541889e+02,1.187057227283715122e+02
3.222954148625703965e+02,1.213974487851912443e+02,1.188024399255178736e+02
3.267812491462083244e+02,1.214823359212634557e+02,1.188995623548967870e+02
3.313295190348605388e+02,1.215676844520540101e+02,1.189970892490743068e+02
3.359410935318220481e+02,1.216534933538559926e+02,1.190950198455064850e+02
3.406168537355173385e+02,1.217397616089528327e+02,1.191933533865233414e+02
3.453576930078445457e+02,1.218264882055989489e+02,1.192920891193125499e+02
3.501645171448658402e+02,1.219136721380001518e+02,1.193912262959033370e+02
3.550382445498671586e+02,1.220013124062942040e+02,1.194907641731501400e+02
3.599798064088329852e+02,1.220894080165310243e+02,1.195907020127163491e+02
3.649901468683603412e+02,1.221779579806533746e+02,1.196910390810581220e+02
3.700702232160499534e+02,1.222669613164768521e+02,1.197917746494080120e+02
3.752210060634074580e+02,1.223564170476704760e+02,1.198929079937586550e+02
3.804434795312912456e+02,1.224463242037368502e+02,1.199944383948465685e+02
3.857386414379404300e+02,1.225366818199923529e+02,1.200963651381356811e+02
3.911075034896208535e+02,1.226274889375475681e+02,1.201986875138010760e+02
3.965510914739236910e+02,1.227187446032873339e+02,1.203014048167126333e+02
4.020704454557552481e+02,1.228104478698510462e+02,1.204045163464187169e+02
4.076666199760539939e+02,1.229025977956127775e+02,1.205080214071298457e+02
4.133406842532735936e+02,1.229951934446614530e+02,1.206119193077022516e+02
4.190937223876707094e+02,1.230882338867810830e+02,1.207162093616216083e+02
4.249268335684354838e+02,1.231817181974308113e+02,1.208208908869867457e+02
4.308411322837051785e+02,1.232756454577251759e+02,1.209259632064931367e+02
4.368377485335012125e+02,1.233700147544141856e+02,1.210314256474167962e+02
